WARNING 2019-04-24 12:49:25,043 -  * Debugger is active!
INFO 2019-04-24 12:51:41,224 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxdata.export.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,244 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxdropdownlist.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,249 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxlistbox.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,259 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/demos/jqxgrid/generatedata.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,285 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxmenu.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,321 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxpanel.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,349 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxdatetimeinput.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,354 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxcalendar.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,358 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/scripts/demos.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,373 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/jqxnumberinput.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,380 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/jqw/jqwidgets/globalization/globalize.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,411 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/js/vue.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,445 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image06.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,463 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image04.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,472 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image05.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,525 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image13.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,534 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image02.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,546 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image01.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,557 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image11.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,574 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image03.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,623 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image12.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,625 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image09.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,633 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image14.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,655 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image07.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,673 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image10.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,678 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "GET /static/img/image00.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:41,925 - 172.22.0.1 - - [24/Apr/2019 12:51:41] "POST /GetAllInfo HTTP/1.1" 200 -
INFO 2019-04-24 12:51:42,034 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /metastorm2/consult HTTP/1.1" 404 -
INFO 2019-04-24 12:51:42,038 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /metastorm2/consult HTTP/1.1" 404 -
INFO 2019-04-24 12:51:42,050 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /metastorm2/consult HTTP/1.1" 404 -
INFO 2019-04-24 12:51:42,058 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /metastorm2/consult HTTP/1.1" 404 -
INFO 2019-04-24 12:51:42,068 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /metastorm2/consult HTTP/1.1" 404 -
INFO 2019-04-24 12:51:42,089 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /metastorm2/GetAllInfo HTTP/1.1" 404 -
INFO 2019-04-24 12:51:42,113 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "POST /vsession HTTP/1.1" 200 -
INFO 2019-04-24 12:51:42,128 - 172.22.0.1 - - [24/Apr/2019 12:51:42] "GET /favicon.ico HTTP/1.1" 404 -
INFO 2019-04-24 12:51:52,962 - 172.22.0.1 - - [24/Apr/2019 12:51:52] "GET /muser?uid=ihqvnteormayzoy HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,054 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image08.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,057 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/dist/css/skins/skin-blue.min.css HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,058 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,067 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/dist/css/AdminLTE.css HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,094 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/css/dataTables.css HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,095 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/dist/img/user.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,120 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/buttons/css/buttons.css HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,136 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/js/prod.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,136 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/styles/jqx.base.css HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,161 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/plugins/jQuery/jQuery-2.1.4.min.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,186 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,190 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/template/dist/js/app.min.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,209 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/js/main_user_page.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,207 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/js/common.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,232 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/js/dataTables.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,244 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/js/metadata.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,268 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxcore.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,272 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/scripts/jquery-1.11.1.min.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,273 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/buttons/js/buttons.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,316 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxbuttons.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,333 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxscrollbar.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,337 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxdata.export.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,349 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxdata.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,356 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxdatatable.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,368 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/demos/jqxgrid/generatedata.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,417 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxlistbox.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,421 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxdropdownlist.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,444 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxcalendar.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,446 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxdatetimeinput.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,450 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxpanel.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,458 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxmenu.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,513 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/js/vue.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,513 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/scripts/demos.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,517 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/globalization/globalize.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,518 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/jqw/jqwidgets/jqxnumberinput.js HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,544 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image06.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,553 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image04.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,583 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image05.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,604 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image13.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,609 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image02.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,615 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image03.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,626 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image01.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,687 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image09.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,688 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image14.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,695 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image12.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,704 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image11.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,726 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image10.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,757 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image00.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:53,758 - 172.22.0.1 - - [24/Apr/2019 12:51:53] "GET /static/img/image07.png HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,069 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /GetAllInfo HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,173 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /consult HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,194 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /consult HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,210 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /vsession HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,233 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "GET /favicon.ico HTTP/1.1" 404 -
INFO 2019-04-24 12:51:54,398 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /consult HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,603 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /GetAllInfo HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,749 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /consult HTTP/1.1" 200 -
INFO 2019-04-24 12:51:54,968 - 172.22.0.1 - - [24/Apr/2019 12:51:54] "POST /consult HTTP/1.1" 200 -
INFO 2019-04-24 12:52:06,903 - 172.22.0.1 - - [24/Apr/2019 12:52:06] "GET /upload_reference?uid=ihqvnteormayzoy HTTP/1.1" 200 -
INFO 2019-04-24 12:52:07,599 - 172.22.0.1 - - [24/Apr/2019 12:52:07] "POST /GetAllInfo HTTP/1.1" 200 -
INFO 2019-04-24 12:52:17,970 - 172.22.0.1 - - [24/Apr/2019 12:52:17] "POST /register_dataset HTTP/1.1" 200 -
INFO 2019-04-24 12:52:49,724 - 172.22.0.1 - - [24/Apr/2019 12:52:49] "POST /uploadref HTTP/1.1" 200 -
INFO 2019-04-24 12:53:04,250 - 172.22.0.1 - - [24/Apr/2019 12:53:04] "POST /uploadref HTTP/1.1" 200 -
INFO 2019-04-24 12:53:11,199 - 172.22.0.1 - - [24/Apr/2019 12:53:11] "POST /uploadref HTTP/1.1" 200 -
INFO 2019-04-24 12:56:12,365 - 172.22.0.1 - - [24/Apr/2019 12:56:12] "POST /process_up_ref_dataset HTTP/1.1" 200 -
INFO 2019-04-24 12:59:40,320 - 172.22.0.1 - - [24/Apr/2019 12:59:40] "POST /process_up_ref_dataset HTTP/1.1" 200 -
